taxa,3329_11-01-16,6100_12-27-16,1894_04-24-18,6070_08-30-17,6037_07-10-18,3660_09-20-16,5702_04-26-16,8118_02-09-16,1320_03-23-16,4489_11-17-15,4374_02-28-17,8186_11-22-16,6995_03-15-16,5338_08-04-17,0010_07-09-16,7786_11-08-16,7953_05-15-18,5287_10-19-16,4759_08-16-16,5913_01-24-17,4100_01-03-17,1203_01-23-17,4657_08-23-16,4582_05-23-17,9059_02-02-16,0963_05-23-17,1985_06-07-16,9591_03-14-17,1709_09-19-17,9120_02-09-16,8120_05-22-18,7768_08-15-17,3369_08-07-18,3898_12-27-16,8633_04-19-16,3227_08-15-17,3899_06-13-18,8507_05-03-16,2651_11-22-16,6753_10-30-18,4471_01-03-17,1593_09-12-17,7005_02-14-18,5975_07-18-17,5890_09-27-16,8012_12-09-15,9190_03-14-18,5160_07-19-16,6673_12-07-16,8344_05-02-17,9176_03-29-16,7551_11-02-16,3836_02-27-17,5432_01-27-16,2045_08-21-17,4954_11-23-16,3315_06-07-16,0354_01-10-17,0904_07-10-17,7660_05-01-18,4018_01-05-16,3321_03-08-16,3921_07-18-17,5600_07-10-17,0677_08-19-17,4546_04-26-16,9371_10-16-18,4913_03-07-17,3955_08-25-17,8158_04-12-16,3545_12-13-16,2409_08-02-16
Microvirgula,0,0,12,2,0,1,5,0,5,4,0,0,0,0,2,2,0,0,0,1,2,0,0,3,1,0,67,4,0,0,3,0,2,33,0,2,1,2,0,1,0,3,1,0,0,0,2,0,1,0,0,7,1,12,2,0,0,0,0,1,0,0,12,32,3,0,1,6,2,1,0,0
Vogesella,2,0,9,1,1,0,13,1,2,6,2,1,0,0,3,0,0,0,0,3,7,0,2,26,0,0,1,2,0,0,7,0,8,4,0,26,0,0,1,1,0,0,2,36,0,0,1,0,0,0,0,2,0,14,4,1,0,0,0,0,0,0,14,24,11,0,0,7,0,2,0,0
Laribacter,0,0,2,3,0,1,9,0,0,11,3,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,51,5,1,4,0,0,1,9,0,7,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,9,23,0,1,0,0,2,0,0,0,42,2,0,0,7,16,1,0,0
Chitinibacter,0,0,4,0,0,0,0,0,1,5,4,0,0,14,0,0,0,0,0,0,2,0,2,0,1,0,2,1,0,0,0,0,0,5,0,3,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,12,0,0,0,5,0,0,0,0
Andreprevotia,0,0,7,2,0,0,0,3,0,8,0,0,2,0,1,0,0,0,0,32,4,0,2,6,1,0,90,3,1,1,0,54,7,5,0,5,0,2,0,3,0,1,10,6,0,0,0,0,0,2,0,4,0,9,4,0,0,0,0,0,0,0,3,6,1,0,0,18,12,1,0,0
Gulbenkiania,11,0,2,0,1,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,17,1,0,1,0,0,2,3,0,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,1,4,6,0,0,0,0,0,0,0,9,3,0,0,0,4,13,0,0,0
Paludibacterium,0,0,6,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,6,1,0,0,0,0,0,0,0,2,5,0,1,0,1,0,1,0,0,2,1,2,0,0,0,0,0,0,5,0,5,2,0,0,0,0,1,0,0,0,0,7,0,0,4,4,0,0,0
Deefgea,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,2,0,0,2,1,2,1,0,3,0,3,0,0
Aquitalea,0,0,9,2,0,1,17,0,7,5,1,1,2,0,0,1,0,1,0,2,14,0,1,21,0,0,99,7,0,0,0,2,1,10,0,22,0,0,3,1,1,0,4,2,1,0,3,0,0,1,0,1,4,20,55,0,0,0,0,0,0,0,23,1,6,0,0,22,15,8,0,0
Chitinilyticum,0,0,2,1,0,0,12,0,0,6,0,1,1,3,0,0,0,0,0,0,5,0,3,5,3,0,183,0,0,1,2,0,1,6,1,24,0,0,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,15,32,0,0,0,0,0,0,0,2,12,29,0,0,2,27,0,0,0
Pseudogulbenkiania,0,0,6,2,1,0,18,0,4,6,0,1,2,2,0,0,0,0,0,1,5,0,3,12,0,0,15,4,0,3,45,0,3,14,3,38,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,1,0,51,10,0,0,0,0,2,0,0,7,16,2,0,0,6,10,1,0,0
Chitiniphilus,0,0,3,0,0,0,0,0,3,6,0,1,15,0,0,0,0,0,0,23,6,0,0,7,2,0,66,0,0,0,2,8,8,3,0,10,0,0,0,0,0,0,21,7,1,0,0,0,0,1,0,0,0,13,14,0,1,0,0,0,0,0,0,0,8,0,0,4,29,32,0,0
Jeongeupia,0,0,5,1,0,0,7,0,0,4,0,0,0,0,1,0,0,0,0,3,1,0,0,1,2,0,15,1,0,0,0,0,0,4,0,1,0,0,0,2,0,0,1,2,0,0,0,1,0,0,0,1,0,20,2,1,0,0,0,0,0,0,1,24,24,0,0,6,3,2,0,0
Chromobacterium,1,2,45,8,4,0,103,0,8,84,3,3,8,0,2,1,1,0,0,11,12,0,6,89,4,0,120,36,3,10,14,0,25,46,8,45,2,1,4,6,1,1,10,22,11,0,9,0,0,1,1,10,5,113,47,1,1,1,1,1,1,3,54,106,82,0,1,59,31,35,0,0
Iodobacter,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,80,0,0,0,0,0,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,0,0,0,1,1,1,0,0
unclassified Rhodocyclaceae,0,0,133,9,18,3,140,0,52,95,4,4,113,26,4,1,0,1,1,19,74,0,46,93,18,1,229,44,3,21,4,5,16,122,4,98,5,1,8,15,2,6,3,104,24,0,11,2,7,4,1,6,7,187,127,6,1,2,1,14,0,4,51,280,121,40,1,79,91,39,0,0
Propionivibrio,0,0,8,5,0,0,0,0,1,3,3,0,3,0,0,0,0,0,0,11,3,0,1,6,3,0,4,2,0,2,0,0,1,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,14,11,0,0,0,0,0,0,0,11,7,48,0,0,2,0,1,0,0
Azovibrio,0,0,1,0,1,1,3,0,2,0,0,0,1,0,1,0,0,0,0,3,3,0,0,6,0,0,0,1,0,0,1,0,7,5,0,20,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,4,16,5,0,0,3,0,0,0,0
Azospira,3,0,19,0,0,4,13,0,2,4,1,0,2,0,3,0,0,0,0,4,7,0,2,21,1,0,4,11,0,0,20,0,2,14,0,23,1,0,39,3,1,0,0,10,2,1,1,0,0,0,2,2,0,48,7,0,0,0,0,0,0,0,11,45,11,0,0,6,1,2,0,0
Aromatoleum,0,0,4,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,1,4,1,0,0,1,0,0,34,0,0,8,0,0,1,0,0,1,0,0,0,3,1,0,0,1,0,0,0,0,0,17,19,0,0,0,0,0,0,1,1,39,2,0,0,1,0,1,0,0
Candidatus Dactylopiibacterium,0,0,1,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0,0,0,0,0,5,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,2,1,11,1,0,3,0,1,0,0
Rugosibacter,1,0,2,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,9,1,0,0,0,0,0,4,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,0,0,0,5,1,10,0,0,0,2,0,0,0
unclassified Rhodocyclales,0,0,26,4,2,0,3,0,2,13,1,0,4,33,0,3,0,0,1,1,10,0,2,10,0,0,113,12,0,2,41,1,3,22,0,16,1,1,0,3,0,0,2,55,5,0,7,0,0,0,0,3,1,34,17,0,0,0,0,0,0,1,2,14,11,0,1,7,25,11,0,0
Zoogloea,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,18,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Azoarcus,2,0,69,7,1,0,52,0,6,32,0,2,11,11,2,2,0,0,0,2,20,0,6,37,1,0,88,14,0,4,69,1,58,57,7,50,135,1,3,5,0,0,12,36,13,0,40,0,0,1,0,11,2,166,54,2,0,0,1,2,0,2,15,81,70,0,0,30,30,13,0,0
Thauera,2,1,73,19,2,3,38,0,20,65,0,1,7,1,4,3,0,0,0,5,30,0,8,26,1,0,132,45,0,6,37,24,6,59,1,48,16,2,6,10,0,1,8,11,22,0,11,1,0,1,3,9,20,185,36,2,1,0,1,5,0,0,10,146,82,1,2,24,42,12,0,0
Uliginosibacterium,0,0,0,5,0,0,22,98,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,7,4,0,0,0,0,2,2,1,4,1,0,1,0,0,0,4,0,0,0,0,1,0,0,0,3,0,20,5,0,0,0,0,0,0,0,1,9,1,0,0,4,15,1,0,0
unclassified Zoogloeaceae,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,0
Dechloromonas,1,1,45,15,1,2,27,0,11,21,30,2,11,11,0,0,0,0,0,0,3,0,3,7,5,0,178,35,1,1,58,1,6,35,1,21,0,1,3,7,1,2,9,79,5,0,3,3,0,0,0,0,4,174,42,3,0,0,0,0,0,0,4,49,43,3,1,9,26,11,0,0
Azonexus,1,0,7,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,55,2,0,0,0,0,3,7,0,1,0,0,1,1,0,0,1,4,2,0,2,1,0,0,0,1,0,13,5,0,0,0,0,0,0,0,1,7,0,1,0,4,6,0,0,0
Ferrovum,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0
Candidatus Kinetoplastibacterium,0,0,2,7,1,4,6,0,1,3,1,1,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,4,0,1,0,0,0,15,0,4,5,0,1,1,0,11,1,31,3,0,1,1,0,0,0,0,0,17,7,0,0,0,0,1,0,1,3,0,1,2,2,0,5,2,0,0
unclassified Betaproteobacteria (miscellaneous),8,0,336,32,6,9,303,0,50,94,29,4,107,139,15,8,0,1,0,45,133,0,57,197,22,1,2392,174,4,37,235,38,63,293,59,94,9,4,13,52,17,6,33,163,87,0,27,2,1,6,0,55,41,818,404,10,4,0,0,21,0,7,124,759,294,123,15,148,409,60,1,0
Candidatus Tremblaya,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,3,0,0,0,0
Candidatus Accumulibacter,1,1,118,14,0,132,81,0,11,41,2,1,4,11,5,4,1,0,0,4,11,1,11,44,8,0,432,25,0,2,80,4,11,126,2,44,3,1,2,12,3,1,10,80,5,0,38,0,0,4,3,3,18,185,69,2,18,0,0,5,1,3,13,150,46,1,4,29,84,20,0,0
Candidatus Vidania,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Candidatus Nasuia,1,0,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0
Candidatus Profftella,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0
unclassified Proteobacteria,5,3,262,39,6,21,139,1,37,102,17,12,63,60,8,9,5,5,12,33,54,1,22,113,47,0,395,127,11,20,43,31,192,274,368,113,34,19,23,28,13,11,42,45,38,2,17,5,7,4,0,39,48,505,98,9,3,5,2,43,3,7,64,140,245,14,12,83,111,53,2,0
Proteobacteria: environmental samples,65,0,3,359,1,407,10,0,1,11,5,0,11,14,0,32,1,0,0,6,9,0,1,12,1,0,730,6,3,4,1482,0,3,10,1,7,0,5,2,0,0,0,1,107,1212,0,2,2,1,0,4,2,36,561,24,0,0,0,1,6,22,7,15,77,58,61,5,3,4,4,0,0
Mariprofundus,0,1,4,1,0,0,3,0,1,13,2,1,1,0,1,0,0,0,0,6,0,0,0,15,1,0,0,1,0,3,1,0,5,6,1,6,0,0,0,1,0,0,2,7,2,0,1,2,51,0,0,2,1,27,0,0,0,0,0,2,1,0,0,5,8,55,8,3,0,1,0,0
unclassified Zetaproteobacteria,0,0,10,2,1,0,68,0,63,2,1,0,86,9,0,0,1,0,0,37,25,0,0,17,16,1,1,7,1,0,1,0,1,16,4,21,1,0,3,4,0,1,4,72,4,0,3,0,14,0,0,7,1,9,3,0,0,1,0,2,0,1,21,5,24,1,0,6,23,3,0,0
Ghiorsea,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
Bdellovibrio,1,1,37,7,1,1,29,0,2,6,4,3,8,1,4,0,3,0,0,9,3,0,3,7,4,0,0,60,0,8,0,1,6,62,24,5,1,2,3,5,3,1,5,44,5,1,2,2,0,1,2,15,3,76,17,0,0,2,0,14,1,0,17,22,27,8,0,3,2,9,0,0
unclassified Bdellovibrionaceae,0,0,19,5,0,6,25,0,1,5,1,3,13,5,3,3,0,0,6,2,25,0,1,19,0,0,2,10,1,0,1,2,1,31,9,3,4,1,0,1,2,1,3,10,3,0,1,1,2,0,0,2,1,502,4,0,14,2,0,8,0,0,10,1,8,0,2,2,1,9,1,0
unclassified Bdellovibrionales,0,0,13,12,0,5,42,0,2,15,3,0,57,0,3,0,10,0,0,0,5,0,0,11,4,0,51,107,1,4,0,1,1,37,7,116,3,0,0,5,0,0,6,50,11,1,1,0,6,0,0,15,2,46,11,1,0,2,0,5,0,0,25,21,46,17,13,10,4,7,0,0
Oligoflexus,0,0,7,1,0,0,12,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,9,6,0,0,33,0,0,4,0,4,1,0,1,1,0,0,1,14,0,0,0,0,0,0,0,0,1,38,3,0,0,0,0,3,0,0,8,6,9,0,0,1,6,2,0,0
Silvanigrella,0,10,1,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,2,0,0,1,0,0,1,7,3,0,1,0,0,5,3,4,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,22,33,1,0,3,0,0,1,1,1,0,0,1,2,4,14,2,1,1,0
Bacteriovorax,0,0,1,1,0,0,5,0,0,1,0,1,1,0,1,0,0,0,0,6,2,1,0,2,1,0,0,3,0,2,0,0,1,12,0,22,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,19,10,0,0,0,0,1,0,0,23,5,13,0,3,1,0,1,0,0
unclassified Bacteriovoracaceae,4,4,29,9,5,90,12,67,3,96,16,1,28,21,1,2,3,2,0,2,4,1,3,18,9,2,46,26,1,22,48,4,6,73,1,26,3,0,7,23,4,3,25,99,11,1,1,1,7,0,0,12,27,93,11,0,2,3,2,11,2,3,15,22,51,94,23,8,15,65,1,0
Halobacteriovorax,1,0,3,6,0,1,2,0,1,0,3,0,8,0,0,0,0,0,0,1,9,0,0,13,1,0,0,11,0,0,1,1,0,13,5,1,0,0,1,2,0,1,2,66,2,0,0,1,0,0,0,0,0,17,0,0,0,1,0,2,0,0,0,3,14,1,1,3,1,3,0,0
Acidithiobacillus,1,0,6,1,0,2,10,0,8,21,3,1,3,21,0,0,0,0,0,47,6,0,2,13,3,1,12,7,0,71,0,247,4,12,0,39,3,1,1,0,0,1,6,1,3,0,0,1,4,0,0,1,5,22,9,0,1,0,0,1,2,1,27,11,8,28,9,6,10,2,0,0
Thermithiobacillus,0,0,0,3,0,0,22,0,1,1,0,0,1,0,0,0,0,0,1,0,2,0,1,10,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,5,5,6,1,0,0,0,0,0,0,3,15,20,0,0,2,11,1,0,0
unclassified Acidithiobacillales,0,0,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,10,0,0,0
Hydrogenophilus,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,3,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,1,0,0,1,0,0,2,1,1,0,0
Tepidiphilus,47,0,3,3,0,2,4,0,23,2,0,1,4,0,4,1,1,1,1,0,6,0,6,3,0,0,2,4,0,0,1,0,1,30,0,10,1,0,0,1,0,1,2,1,70,0,0,1,0,4,2,1,0,22,2,1,1,0,0,2,0,0,0,29,1,2,0,5,0,3,0,0
unclassified Hydrogenophilales,0,0,33,14,1,1,18,0,2,16,2,2,1,5,1,1,0,0,0,2,14,0,1,23,7,0,46,12,1,1,12,0,19,21,0,25,0,0,1,7,0,1,1,13,3,0,6,0,0,1,1,5,4,58,20,1,0,0,0,1,8,0,48,29,53,0,14,13,6,4,0,0
unclassified Myxococcales,15,0,291,32,5,6,320,0,95,101,6,3,161,32,10,12,66,100,1,133,118,0,24,187,19,2,118,180,8,31,217,163,145,259,5,201,9,5,23,36,11,25,66,161,41,2,60,1,2,7,1,82,31,735,80,7,1,4,3,32,4,3,117,189,332,134,4,46,101,75,1,0
Myxococcus,0,0,47,8,2,3,105,0,22,26,0,4,110,1,4,2,0,0,0,15,40,0,7,59,7,0,14,64,1,2,42,3,42,61,1,63,3,0,9,3,0,4,6,24,18,0,17,36,0,0,0,18,30,180,53,0,0,0,0,2,1,2,24,49,73,2,16,14,14,16,0,0
Corallococcus,0,0,27,0,1,3,100,0,4,19,0,1,4,11,1,0,0,0,0,4,13,0,2,35,2,0,7,11,0,1,18,1,15,36,9,46,1,1,5,4,2,0,2,8,6,0,13,0,1,1,0,18,18,85,29,0,26,0,0,4,0,0,22,33,32,0,0,3,4,6,0,0
unclassified Myxococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,3,2,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,2,0,0
Stigmatella,0,0,4,6,2,0,17,0,4,11,0,0,0,1,0,2,1,0,1,2,3,0,1,2,0,0,0,28,0,0,8,84,7,4,1,19,0,0,0,1,0,0,0,2,4,0,5,0,1,0,0,5,0,31,7,0,0,1,2,0,0,0,4,5,9,11,5,2,1,5,0,0
Cystobacter,1,0,14,2,1,0,40,0,1,13,0,0,3,0,0,1,0,0,0,12,5,0,4,6,2,0,1,8,0,0,21,10,10,2,0,17,1,0,1,2,0,0,0,20,0,0,2,0,7,0,0,0,1,21,0,0,0,0,0,0,0,0,3,1,23,0,2,3,4,3,0,0
Melittangium,0,0,14,1,0,0,9,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,4,0,0,0,0,3,6,0,8,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,37,11,0,0,0,0,1,0,0,1,1,25,1,0,0,1,7,0,0
Archangium,1,0,14,2,0,0,68,0,10,19,0,0,0,9,0,0,0,0,0,4,7,0,1,31,10,0,2,37,0,2,53,0,6,50,1,32,12,0,3,4,1,0,3,10,1,0,5,0,0,0,0,2,4,42,10,0,0,0,0,2,0,1,12,13,18,0,12,11,4,2,0,0
Vulgatibacter,0,1,8,0,1,0,0,1,1,4,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,3,0,1,0,0,2,6,1,3,0,0,1,1,1,1,0,10,1,0,0,1,2,4,0,1,0,15,3,0,1,0,1,4,0,0,8,14,1,0,2,3,0,2,0,0
Anaeromyxobacter,5,0,33,5,1,0,60,0,2,20,0,0,3,9,1,2,0,0,0,7,24,1,3,27,2,0,1,32,1,11,64,1,3,53,0,26,0,0,0,5,1,0,1,18,13,0,4,0,0,0,0,0,11,134,8,3,0,0,1,1,0,4,10,30,36,4,1,12,1,13,0,0
Chondromyces,3,0,10,6,0,0,22,0,1,15,0,0,1,0,1,2,0,0,0,4,4,0,1,11,1,0,3,8,0,0,46,0,9,20,0,7,2,0,0,2,0,0,3,8,1,0,9,0,0,0,0,0,14,36,12,1,0,0,0,0,0,0,4,14,19,0,1,1,1,4,0,0
Sorangium,6,0,149,37,4,81,98,0,11,76,3,3,25,7,5,8,2,0,0,11,29,0,8,57,2,0,76,107,120,0,117,50,23,158,0,84,3,4,1,16,4,0,5,65,21,1,12,0,5,4,0,14,16,286,51,5,0,0,0,2,0,2,29,128,155,3,2,22,10,33,0,0
Pajaroellobacter,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,1,0,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0
Sandaracinus,0,0,30,2,0,1,4,0,0,7,0,0,6,0,1,2,0,0,0,0,3,0,3,8,0,0,2,7,0,0,26,0,3,21,0,5,1,0,0,1,1,0,2,0,2,0,2,0,0,1,0,0,1,54,5,0,0,0,1,1,1,0,3,9,2,0,0,1,0,0,0,0
Labilithrix,0,0,16,1,0,0,0,0,1,13,0,0,2,0,0,0,0,0,0,3,2,0,1,7,0,0,2,8,0,0,9,0,2,14,0,1,0,1,0,3,0,0,1,0,4,0,1,0,0,0,0,0,2,23,7,0,0,0,0,1,0,0,0,17,17,1,0,0,1,20,0,0
Nannocystis,7,0,26,2,2,0,25,0,11,5,0,1,4,0,0,0,0,0,0,0,1,1,1,12,0,0,0,29,0,1,27,0,6,26,0,23,0,0,0,7,0,0,0,1,9,0,0,0,0,0,0,1,6,59,7,1,0,0,0,1,1,3,2,12,22,0,0,8,9,7,0,0
Haliangium,0,0,22,0,0,0,69,0,2,6,2,0,1,0,0,0,2,0,3,1,3,0,4,14,3,0,8,9,0,0,0,0,2,19,0,17,1,2,0,5,0,1,1,1,2,0,2,0,0,0,0,3,0,38,1,1,0,0,0,1,0,1,10,39,14,2,0,8,5,1,0,0
Minicystis,0,0,44,9,0,1,25,0,5,20,3,1,2,0,1,0,0,1,0,1,7,0,1,6,0,0,1,45,2,2,70,0,7,36,2,10,0,2,1,6,0,1,1,23,5,0,4,0,0,1,0,9,6,121,8,2,0,0,0,0,0,0,18,9,4,1,0,4,3,9,0,0
Deltaproteobacteria: environmental samples,0,0,5,0,0,0,0,0,37,14,1,39,25,1,0,0,0,0,1,3,9,0,0,12,1,0,31,27,0,1,66,4,22,3,4,137,3,0,1,0,1,0,0,8,2,0,3,4,0,0,0,7,22,2,31,0,0,0,0,1,0,0,37,17,38,1,0,0,1,2,0,0
Pelobacter,0,0,8,2,0,0,41,0,6,18,3,3,3,17,0,0,0,0,0,19,12,0,3,23,0,0,72,9,0,1,19,3,2,8,2,41,1,1,1,0,0,1,3,5,3,1,4,0,4,0,0,8,4,24,32,2,0,1,0,3,0,1,14,13,28,101,0,1,22,7,0,0
Desulfuromonas,2,0,36,6,0,11,52,0,15,44,5,0,5,7,1,1,0,0,1,12,28,0,0,63,10,1,58,56,6,3,91,4,6,45,2,81,3,1,4,3,3,1,13,7,5,0,5,1,0,1,0,27,5,109,47,2,0,0,3,9,0,0,43,78,123,2,1,25,23,15,0,0
Desulfuromusa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
unclassified Desulfuromonadaceae,0,0,5,2,0,1,29,0,0,15,2,0,1,18,1,0,0,0,0,0,4,0,2,9,0,0,1,2,0,2,4,0,0,8,3,5,0,0,0,1,0,0,3,6,2,0,1,0,0,0,0,0,1,6,2,1,1,1,0,2,0,0,20,22,2,0,1,8,1,1,0,0
Geobacter,2,1,48,63,5,5,295,9,32,124,8,13,88,51,2,2,3,0,0,54,92,0,1,154,14,1,146,43,4,50,39,33,36,62,22,182,6,2,8,3,6,8,28,138,9,0,18,0,3,2,0,88,36,169,117,1,193,1,4,11,0,3,81,68,185,8,7,30,42,18,1,0
Geothermobacter,0,0,2,0,0,0,7,0,2,4,0,0,0,5,0,0,0,0,0,0,7,0,0,1,0,0,3,0,0,1,1,0,2,4,0,5,0,0,0,2,0,0,0,15,0,0,1,0,0,0,0,2,1,6,1,1,0,0,0,1,0,1,0,6,1,0,0,2,0,0,0,0
unclassified Geobacteraceae,0,0,6,1,0,0,0,0,1,4,0,0,1,1,0,0,0,1,0,1,0,0,2,8,1,0,0,4,1,1,0,0,1,41,1,17,1,0,0,0,1,1,2,0,1,0,1,0,0,0,0,1,3,16,12,0,0,5,0,2,0,0,14,3,4,6,0,1,0,0,0,0
Geoalkalibacter,0,0,3,3,0,0,42,0,0,15,0,0,13,12,1,0,0,0,0,0,6,0,1,2,2,0,27,3,0,0,0,1,7,4,0,6,0,0,1,1,0,0,0,4,1,0,3,0,0,0,0,1,0,15,10,2,0,0,0,2,0,0,15,17,29,0,0,2,1,1,0,0
unclassified Desulfuromonadales,0,0,7,3,1,0,6,0,9,56,5,0,2,2,1,0,0,0,0,3,25,0,0,22,2,1,0,7,14,4,21,0,2,7,2,24,2,0,0,2,0,1,3,35,2,0,5,0,0,0,0,15,1,13,9,0,0,0,0,1,0,1,5,18,39,6,0,3,25,5,0,0
Desulfurella,0,0,2,0,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,1,0,0,0,7,7,4,4,0,0,3,0,0
