taxa,3329_11-01-16,6100_12-27-16,1894_04-24-18,6070_08-30-17,6037_07-10-18,3660_09-20-16,5702_04-26-16,8118_02-09-16,1320_03-23-16,4489_11-17-15,4374_02-28-17,8186_11-22-16,6995_03-15-16,5338_08-04-17,0010_07-09-16,7786_11-08-16,7953_05-15-18,5287_10-19-16,4759_08-16-16,5913_01-24-17,4100_01-03-17,1203_01-23-17,4657_08-23-16,4582_05-23-17,9059_02-02-16,0963_05-23-17,1985_06-07-16,9591_03-14-17,1709_09-19-17,9120_02-09-16,8120_05-22-18,7768_08-15-17,3369_08-07-18,3898_12-27-16,8633_04-19-16,3227_08-15-17,3899_06-13-18,8507_05-03-16,2651_11-22-16,6753_10-30-18,4471_01-03-17,1593_09-12-17,7005_02-14-18,5975_07-18-17,5890_09-27-16,8012_12-09-15,9190_03-14-18,5160_07-19-16,6673_12-07-16,8344_05-02-17,9176_03-29-16,7551_11-02-16,3836_02-27-17,5432_01-27-16,2045_08-21-17,4954_11-23-16,3315_06-07-16,0354_01-10-17,0904_07-10-17,7660_05-01-18,4018_01-05-16,3321_03-08-16,3921_07-18-17,5600_07-10-17,0677_08-19-17,4546_04-26-16,9371_10-16-18,4913_03-07-17,3955_08-25-17,8158_04-12-16,3545_12-13-16,2409_08-02-16
Sporidiobolus,1,0,7,5,0,1,3,0,2,51,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,17,0,5,14,0,1,15,0,4,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,1,3,27,5,0,0,0,0,0,0,0,0,8,1,1,0,0,0,5,0,0
Rhodotorula,5,0,73,19,3,2,50,1,3,20,13,0,15,3,1,3,1,2,0,34,21,0,2,28,7,0,64,168,1,1,34,5,7,59,50,31,5,1,6,10,0,0,4,41,31,0,4,0,0,1,0,8,5,232,26,0,10,0,0,12,2,6,19,53,33,1,0,2,11,28,0,0
Glaciozyma,0,0,7,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,22,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,7,1,0,2,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
Melampsora,41,1,73,294,7,126,111,1,18,21,40,1,681,81,60,5,1,53,15,7,18,1,81,34,15,1,71,985,1,50,42,89,36,432,5,56,6,31,19,30,1,14,23,193,493,3,12,3,13,19,5,18,18,2586,74,1,14,2,1,13,3,66,69,80,80,71,42,9,68,329,0,2
Uromyces,8,0,13,164,1,37,32,1,4,79,0,0,42,19,3,0,2,2,1,8,6,0,0,10,14,1,2,347,0,10,1,0,10,187,3,56,1,3,2,6,0,0,29,50,89,0,5,0,3,0,1,4,3,367,5,2,2,0,0,1,0,18,5,27,24,8,1,0,7,49,0,0
Puccinia,35340,0,73,50067,1,486,93,5,346,19,11,17,1223,13,16,274,81,6859,89,173,55,0,49,133,392,2,5058,457427,4,3,2,44,121,11121,13,44,323,4641,293,272,99,53,239,379,7417,2,0,0,42,172,3,60,65,440890,47,2,0,3,4,26,38,2903,84,294,2569,65,12,508,122,60027,0,3
Cronartium,3,0,10,38,6,37,30,1,6,15,1,0,40,1,2,0,0,3,0,3,31,0,1,29,2,0,1,328,0,2,1,1,3,74,3,45,3,3,0,4,0,0,0,90,24,0,10,0,0,1,0,5,3,153,7,6,0,0,0,6,1,5,42,11,78,19,0,0,1,43,0,0
Endocronartium,0,0,1,2,0,2,1,0,1,3,5,0,90,0,3,0,3,1,0,6,1,0,0,2,0,0,1,5,0,8,0,12,11,32,0,0,0,0,1,4,0,0,3,0,10,2,0,0,0,1,1,3,0,42,0,5,0,0,0,0,2,7,4,0,3,27,0,0,24,4,0,0
Austropuccinia,189,0,103,1764,35,936,256,6,120,127,111,22,517,55,20,19,130,21,2,56,65,3,8,176,133,4,114,977,7,48,143,142,111,2991,17,774,18,37,113,58,1,32,87,931,565,7,61,6,37,16,18,31,148,4505,143,7,1,80,10,127,13,142,177,132,321,851,46,32,346,1467,15,3
Hemileia,39,1,24,1954,10,205,73,122,115,144,4,3,245,17,6,1,0,19,1,92,13,0,4,21,130,0,13,596,5,6,4,20,25,5439,1,115,69,28,9,11,2,6,29,239,186,6,0,2,1,1,0,5,16,2223,15,2,1,62,23,94,1,49,29,38,72,130,7,2,2,630,0,0
Cystobasidium,0,0,2,1,0,1,16,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,15,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,3,11,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,1,0,3,4,0,0,0,0,4,0,0
unclassified Cystobasidiaceae,0,0,2,5,0,1,16,1,1,12,0,0,1,12,1,0,0,0,0,1,1,0,0,1,4,0,0,14,2,0,0,0,1,16,0,7,0,0,0,1,0,0,0,12,6,0,0,0,10,0,0,1,0,25,0,1,0,0,0,1,0,1,0,3,8,0,1,0,0,2,0,0
Erythrobasidium,1,0,8,3,2,1,0,1,0,5,11,0,0,10,1,0,7,0,0,1,2,0,0,3,20,0,68,17,0,0,0,1,5,24,0,5,0,1,7,38,0,1,0,0,8,0,1,0,0,0,0,4,0,42,4,0,0,0,0,0,0,1,12,4,18,1,0,0,0,9,0,0
Mixia,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,2,0,0,0,3,1,0,0
Ustilago,2,0,12,14,1,20,11,1,17,4,0,0,5,4,2,2,0,2,0,2,3,0,2,13,7,0,2,116,0,2,47,2,4,54,1,24,0,3,136,7,1,2,1,26,13,6,0,0,1,1,12,9,0,163,3,8,0,0,0,1,0,1,3,15,65,6,0,0,1,11,0,0
Moesziomyces,1,0,16,16,0,2,3,0,1,5,0,0,1,1,0,1,0,0,0,77,3,0,2,9,0,0,56,28,0,1,1,0,39,18,0,12,1,0,8,0,0,0,41,1,23,0,1,0,2,0,1,1,8,47,15,1,0,0,0,0,0,0,11,2,6,0,0,0,43,10,0,0
Sporisorium,0,0,10,5,0,7,27,0,5,176,6,0,1,1,0,0,0,0,0,1,2,0,1,10,0,0,4,21,0,0,42,1,8,35,1,10,0,0,1,2,0,0,0,9,16,0,0,1,1,0,0,0,0,64,2,0,0,0,0,1,0,0,4,27,4,1,0,0,10,5,0,0
Pseudozyma,0,0,4,2,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,10,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,1,0,32,49,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0
Anthracocystis,1,0,13,1,0,1,17,0,1,4,0,0,0,0,0,0,0,0,0,4,4,0,2,6,0,0,75,24,0,3,2,3,4,16,0,4,1,0,1,1,0,0,2,0,19,0,0,0,0,0,0,5,0,43,0,1,0,0,0,2,0,1,18,4,6,1,2,0,4,3,0,0
Kalmanozyma,0,0,3,3,0,3,8,0,5,1,25,0,1,0,1,0,0,0,0,2,20,0,0,5,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,11,0,0,0,0,3,0,3,0,0,0,0,1,0,40,6,0,0,0,0,0,0,1,1,1,2,0,0,0,1,2,0,0
Testicularia,0,0,5,2,0,0,5,1,1,5,0,0,0,11,0,0,0,0,0,3,2,0,0,0,0,0,0,4,0,0,1,0,0,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0
Violaceomyces,1,0,7,0,0,0,8,0,2,2,0,0,0,0,0,0,0,0,0,1,6,0,0,4,1,0,1,15,0,0,29,1,0,26,0,4,0,1,1,1,0,2,0,11,4,0,0,0,0,0,0,2,4,21,1,0,0,0,0,1,0,1,2,8,0,5,0,0,0,2,0,0
Acaromyces,1,0,8,2,0,0,15,0,2,14,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,10,0,1,32,0,1,10,0,3,2,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,0,2,13,1,0,0,0,0,1,0,0
Meira,3,0,4,4,0,7,1,2,0,11,0,0,1,0,0,0,0,0,0,1,0,0,0,7,1,0,0,23,0,0,0,1,0,24,0,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,31,1,0,0,0,1,1,0,8,13,10,11,8,0,7,1,14,0,0
Tilletiopsis,1,0,17,2,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,3,2,0,0,0,22,0,0,29,0,0,17,0,3,0,0,1,1,0,0,0,3,8,0,2,0,0,0,0,1,7,49,0,1,0,1,0,0,0,0,3,11,55,1,0,0,0,4,0,0
Tilletia,1,0,26,24,0,18,22,5,8,14,34,1,16,5,2,1,1,0,0,12,5,0,3,16,0,0,5,68,0,1,3,1,22,48,12,21,0,1,3,1,1,14,9,10,40,0,7,1,1,0,0,1,5,122,7,1,2,1,0,0,0,3,9,6,25,0,3,2,43,55,0,0
Jaminaea,1,0,3,3,0,0,0,0,0,6,0,0,0,0,18,0,0,0,0,1,4,0,1,6,0,0,0,11,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,11,3,14,0,1,0,0,0,0,0,1,1,18,2,0,0,0,0,4,0,0
Pseudomicrostroma,0,0,3,0,0,3,0,0,2,0,6,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,1,0,0,0,6,0,10,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,21,0,0,0,0,0,5,1,1,1,2,5,0,0,1,0,2,0,0
Ceraceosorus,0,0,10,3,0,5,16,0,0,1,0,1,1,2,2,1,0,0,0,8,13,0,0,4,1,0,1,34,0,1,0,0,0,11,2,14,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,3,0,35,0,0,0,0,0,1,0,0,19,4,7,0,0,1,1,10,0,0
Golubevia,0,0,2,2,0,5,0,0,1,3,1,0,0,5,0,0,0,0,0,0,0,1,1,2,4,1,1,9,0,0,0,2,0,25,0,2,1,4,3,0,0,0,0,18,4,1,47,0,3,1,2,1,0,25,2,0,0,0,0,1,1,2,0,3,7,12,0,0,1,5,0,3
Malassezia,80,0,240,177,6,91,14,0,21,24,6,5,78,7,22,15,3,9,4,6,23,0,17,35,6,2,75,743,1,6,4,5,22,278,8,64,9,24,13,164,3,4,1,128,123,1,5,0,6,8,0,15,5,2538,39,9,11,1,6,40,0,37,50,31,76,8,6,4,19,104,0,0
Wallemia,1,0,0,4,0,1,1,0,1,4,0,4,3,1,0,0,0,0,0,19,28,0,0,2,0,0,0,5,0,0,0,1,1,12,0,1,0,0,0,0,0,0,0,1,5,0,0,0,2,0,0,1,0,47,0,0,0,0,0,3,0,1,0,0,4,0,0,2,0,1,0,0
Basidioascus,4,0,11,2,0,1,5,0,0,1,0,0,2,0,0,1,0,0,0,0,3,0,0,13,0,0,0,22,0,0,2,0,1,11,0,1,0,0,0,0,0,1,2,1,7,0,4,0,0,0,0,4,0,46,0,1,1,0,0,0,0,2,8,10,7,0,2,0,1,10,0,0
Francisella,4,4,15,32,4,7,14,3,1,11,20,3,10,3,8,0,20,1,1,2,4,0,0,16,4,0,1,98,6,7,15,4,140,75,1,12,55,0,4,43,3,7,9,191,12,0,9,4,4,1,0,2,5,139,3,1,6,3,4,16,0,3,14,7,21,95,7,23,8,15,2,0
unclassified Francisellaceae,0,0,5,2,0,0,0,0,0,1,1,0,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,40,0,0,0,0,0,6,0,26,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,1,0,0,29,0,0,0,0,0,0,0
Allofrancisella,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,1,0,2,1,1,0,0,4,0,0,1,0,0,0,0,2,0,3,0,0,0,1,0,1,0,0,27,1,0,13,0,1,0,2,0,0
unclassified Thiotrichales,0,0,3,2,0,1,0,1,0,7,1,0,1,0,0,0,0,0,0,0,2,0,0,9,2,0,1,0,0,3,0,0,0,5,0,16,1,0,1,2,1,4,8,8,0,0,0,1,0,2,0,0,1,11,1,1,1,0,0,0,0,0,1,1,1,12,0,13,13,0,0,0
Thiomicrospira,1,0,3,4,0,0,1,0,1,8,0,0,3,0,0,0,0,0,1,0,4,1,0,3,9,0,0,3,1,0,0,0,0,13,1,6,0,0,5,0,0,0,0,3,0,0,0,1,0,0,0,1,0,6,5,0,0,5,0,7,0,0,1,5,1,0,1,6,1,6,0,0
Piscirickettsia,0,0,1,1,0,2,0,0,0,3,2,1,1,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,7,1,0,0,0,1,0,1,0,1,5,1,0,0,1,0,0,0,0,2,7,1,0,0,1,0,0,0,0,10,0,4,9,4,4,0,1,0,0
Hydrogenovibrio,1,0,2,3,1,1,1,0,1,3,3,1,1,0,0,0,0,0,1,1,1,0,0,44,1,0,2,5,0,0,0,0,0,10,0,7,0,0,0,0,3,0,1,10,0,0,9,0,0,0,0,0,0,13,24,0,0,1,0,2,0,0,19,0,10,9,0,5,0,1,0,0
Cycloclasticus,0,0,3,2,0,0,2,0,2,6,1,0,2,0,0,0,0,0,0,0,0,0,0,3,4,0,57,2,0,2,0,0,0,5,3,0,1,0,0,1,0,0,1,18,3,0,1,0,0,0,0,0,6,10,16,0,0,0,0,3,0,0,13,3,1,0,9,3,13,5,0,0
Methylophaga,0,2,8,0,0,2,1,0,2,6,4,2,4,12,3,1,0,0,0,2,0,0,0,22,7,0,78,38,1,2,0,21,1,20,30,17,2,1,0,3,3,1,4,23,2,1,12,0,0,0,0,11,8,32,20,0,0,4,0,6,0,1,7,10,16,7,1,34,13,7,0,0
unclassified Piscirickettsiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Thiomicrorhabdus,0,0,1,2,0,7,0,0,0,8,6,0,2,0,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,0,1,0,8,0,2,0,0,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,1,0,0,4,3,7,6,0,5,5,1,0,0
Beggiatoa,0,0,6,6,1,1,5,0,1,9,2,0,16,7,0,0,2,0,0,0,4,1,0,61,4,0,0,28,0,6,18,0,6,27,1,67,3,3,0,1,2,0,1,3,6,0,0,0,0,0,0,1,19,61,0,0,0,2,0,5,1,0,3,15,31,19,0,11,1,3,0,0
Thiothrix,0,0,11,6,1,8,28,0,3,87,12,2,2,1,1,0,1,0,4,1,4,0,3,19,28,0,6,19,0,2,2,15,7,49,1,18,0,1,0,4,0,1,32,33,0,0,7,3,0,0,0,8,12,26,11,0,2,1,0,3,0,0,6,21,31,1,8,19,6,9,0,0
Thioploca,0,0,3,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,2,0,0
Leucothrix,0,0,0,1,0,0,1,0,0,8,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,3,1,0,0,1,0,2,1,7,0,0,0,0,1,0,0,10,0,0,1,0,17,1,0,0,0,7,0,0,0,0,0,5,1,0,2,4,1,0,8,2,0,7,1,0
Thiomargarita,0,0,5,1,0,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1,0,0,6,1,0,1,8,0,0,0,0,0,6,0,190,0,0,0,1,0,0,0,6,1,0,0,0,4,0,0,0,10,68,0,0,0,0,0,4,1,0,22,0,5,1,0,1,1,32,0,0
unclassified Thiotrichaceae,0,0,3,2,1,0,3,0,3,1,1,0,0,0,0,0,0,0,0,10,0,0,0,2,2,0,32,18,0,0,1,37,8,10,0,3,3,0,0,3,0,1,4,0,1,0,2,0,0,0,0,0,0,13,5,0,0,0,0,1,0,0,2,0,1,1,1,11,8,4,0,0
Caedibacter,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0
Fangia,0,0,1,2,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0
unclassified Fastidiosibacteraceae,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,1,4,1,4,0,2,0,0
Thiofilum,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0
Acinetobacter,1718,3,1710,6754,80,1921,180,3,933,955,679,273,2405,59,344,244,198,969,165,115,777,3,88,420,1848,2,1350,32763,13,160,158,406,26,64137,15,507,881,592,486,299,1065,138,1342,871,3096,92,65,825,126,91,4,54,202,27962,73,46,16,529,621,1603,14,1429,243,261,1365,465,43,4384,868,10722,4,4
Moraxella,0,3,11,13,2,4,32,0,13,65,2,0,6,0,1,1,2,2,0,4,7,0,3,16,14,0,22,93,0,3,7,888,23,70,1,15,2,0,7,5,1,2,24,36,13,0,0,0,97,0,0,4,7,169,18,1,0,4,0,17,1,6,28,15,18,7,7,14,15,153,0,0
Psychrobacter,0,1,24,108,4,12,51,0,1,66,8,9,22,35,167,1,4,1,0,20,19,0,2,32,62,1,91,91,2,4,5,285,23,120,5,37,15,4,4,11,6,9,22,32,13,0,1,7,2,0,0,5,11,82,52,42,2,1,0,30,0,3,8,21,39,124,4,21,57,88,0,0
